Country Name,Country Code,Series Name,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.4050638293415,7.48481872467814,12.4995914932505,15.9788298133865,11.983694347693,12.6408294970517,11.620333234637,10.1971272832635,11.4671662578473,16.8417629634305,20.1152855452625,21.3334108322137,20.9456161731319,20.8473864531722,22.2175607600291,23.0129911473171,25.2096077274316,28.2478654166425,25.3024181160681,25.2407486083138,27.9794352415409,29.2415371390963,28.9374877608303,28.9163151372576,28.2130014584625,27.2673911512668,28.9778991754721,31.5698080476189,31.5719272134517,31.3074978320996
Albania,ALB,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.224522159849684,0.204425722951728,0.0676891703700421,0.00230365036031502,0.00150284438353918,0.00281494122041657,0.00171115709984289,0.000352536799849674,0.000770609696589599,0.000110313316813777,0.000620563515184904,0.00127713646027997,0.000274594917235555,0.000890331430195623,0.00682202066302214,0.00307783255631526,0.00293141302764867,0.00403006491283054,0.0139850941802249,0.000729610825634702,0.00139476728328413,0.000801741060480121,0.000360916327692827,0.000108032600719083,0,0.00592411499204703,0.000387679986896928,0.0155765293228522,0.0335834077224718,0.0243771283513862
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.84084061606394,1.25811576501704,0.689859284104687,0.641405614065312,0.667178793940271,0.611710203702635,0.621836956875134,0.470097808931287,0.575350084544499,0.955359308384195,1.026213108529,1.0522280929869,1.22910118288698,1.35214448140818,1.41727335767255,1.35149180454706,1.35336220283257,1.42086728796502,1.41484755272088,1.47565225025013,1.57225093811545,1.73482330790188,1.57909199452076,1.65452427763954,1.80678854066866,1.75998705871449,1.71412617289866,1.94887203810602,1.93973156347946,..
Albania,ALB,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,7.91224319575929,7.86689333061773,6.15327482195976,5.50133730915865,5.40208455962668,4.47854695486581,4.38099071821597,4.19322072957328,4.24086414788511,5.01370938014992,4.70543745478217,4.44333927069421,4.69696080798613,4.34437721419277,4.51718737428514,4.27571653292244,3.95869306438034,3.56830033075486,3.44266337837328,3.40910494349766,3.25674823642822,3.32280096667451,2.94132361651685,3.38252848875172,3.15887895342285,2.88661148238797,..,..,..,..
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,813.255695500012,572.781843950789,418.286629757142,412.378880465233,441.249295409311,417.034843013203,447.848870261137,384.594958328053,426.682819087559,576.183632282524,580.494764208924,597.265252650749,660.04798411018,648.168387059418,715.414483080102,719.584378082987,706.859407721917,679.861765101008,710.748498463347,732.316681804627,729.154372728518,764.968616564465,687.896259861998,801.329975005976,808.455839595944,..,..,..,..,..
Albania,ALB,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,600,510,420,330,240,160,160,160,150,150,150,160,170,170,180,190,180,180,170,170,160,170,180,200,210,220,220,220,220,..
Albania,ALB,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,70,60,60,50,40,30,30,40,40,50,50,60,60,60,70,70,70,70,70,70,70,70,80,80,90,90,90,90,90,..
Albania,ALB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,25.5180876255371,32.9981742379589,46.8133288085849,51.152042295146,51.4595442246242,50.6097095765374,51.63636055808,55.953349416169,49.9833654433978,42.7183134087746,41.4449996948242,39.125301361084,35.8958015441895,33.7517013549805,35.934700012207,36.8683013916016,31.7098999023438,32.100399017334,35.9118995666504,37.2151985168457,37.1137008666992,35.9611015319824,40.0466995239258,41.2869987487793,38.6973991394043,38.6255989074707,39.5872993469238,37.219799041748,38.2663993835449,..
Albania,ALB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,7.9650583526857,-2.78362383080424,-3.37625065068072,-0.0977559707408288,9.33073227807364,6.63591634528518,6.29130250916267,8.69985703820492,18.4129029358224,40.2496724312441,45.0024091494141,51.6887842055878,53.0441009170166,49.0146346811438,46.0038161805316,47.7661709472783,42.3770038434083,47.9983914429519,45.2193265320444,41.6672458370863,23.7139849400341,33.2602886181185,16.2978686080168,12.3207053334506,13.7979708979656,..,..,..,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191
Albania,ALB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,11310,8950,6890,6830,7670,7430,7150,6420,6670,7890,8220,8190,8820,9250,9310,9100,9000,9050,8790,8850,9130,9630,9240,9440,9930,9850,9720,10290,10080,..
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,552.252184819181,418.45358899715,453.64407387777,536.363825095196,596.407959255952,663.783995402449,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..,..
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,7.55276960231829,4.10811311763452,4.29220184936419,2.34122357908128,1.32497899423878,1.05617341296277,1.05331511516606,1.13513624534112,0.17592098952006,0.441779764685246,0.945520258379203,0.650141974404092,0.664610136036389,0.644512639910059,0.68298105743337,0.926516998854583,1.11613085761613,0.83942817638714,0.916225275620563,0.459639844900993,1.35748215176147,2.73816308738722,3.00847566138625,2.64966720733238,2.77663351256861,1.33705853816038,1.15637306235545,1.1397818150594,1.54518807530349,1.35354642713977
Albania,ALB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,11.0420086030244,10.4894742756368,11.4689392687357,3.0147314049536,1.62517595713078,1.29653642152241,1.25275915019698,1.3569740497722,0.321535421851334,0.53157711108979,1.09796102011767,0.755950477951608,0.760798239531304,0.733194369383988,0.770849476407675,1.0183823734434,1.32183144186644,1.76108609247365,1.10999894994736,0.605979694463314,1.57450582973465,3.1788954930999,3.37727696060868,2.94740634709663,3.07578173881471,1.62162043575595,1.33338687223127,1.35755573540476,1.81806469880433,1.59173188825137
Albania,ALB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.310273970882615,0.264663425563403,0.224714893261162,0.0410690226197659,0.0216019160701227,0.0170820958791003,0.0160695761553352,0.0152797645019312,0.00833810982294974,0.00339906139192754,0.0251833702247385,0.0418867906890572,0.0293623740833124,0.0247926353159977,0.0170802267009623,0.0157767963443909,0.027384623689268,0.00824453730516166,0.0313678564906814,0.0289650221033628,0.00762859737867537,0.0107794681154291,0.0201441406602045,0.0208437415734593,0.0245111230959871,0.0214776528963928,0.0165112673466783,0.0257646684924479,0.0284076026495559,0.0219985321692291
Albania,ALB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,76.5939750800565,69.8249960719512,56.079290645733,53.4789779579446,54.8469148031933,49.5416411855723,45.453763744009,41.4493402366839,45.2948182996352,58.2387938547152,58.7150980055366,60.9558278415635,63.233130384996,64.5283712223687,65.5782732614305,66.4866805505628,64.4559899021893,65.1223924710814,63.8471757910902,63.4217264005157,63.2390037485134,61.5027652749324,57.7540817221547,56.3953388128232,61.4218013942638,..,..,..,..,..
Algeria,DZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,80470655963.7318,79505007620.9447,80936099589.2719,79236440884.5023,78523315648.2401,81507197551.6835,84848991404.2002,85782330258.1499,90157232197.2361,93042265026.6002,96577871097.6118,99475207230.5398,105045818835.45,112609117791.603,117451309856.641,124380937138.183,126495413069.533,130796257113.896,133935367284.63,136078333161.184,140977153154.987,145065490596.481,149997717276.762,154197653360.511,160057164188.21,165979279263.174,171290616199.596,173517394210.19,175426085546.502,177180346401.967
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3123.99568294406,3011.49802326158,2994.48942113119,2867.19407598113,2783.15327455486,2834.26339522489,2899.19136283121,2884.11839872859,2986.05377169476,3038.27098836604,3111.17419572113,3162.80950104144,3297.61071960805,3490.22103349798,3592.64302242715,3752.09378087154,3760.15298354463,3828.14604829276,3856.40521357996,3851.21133461267,3918.48393431397,3956.89330540723,4012.35896077214,4042.92107411801,4112.07341587957,4177.88689169574,4224.03458344025,4192.3350332378,4158.32542063704,4111.30619211169
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,48.3807136815584,52.7175867077307,49.1890842360411,44.9228133698634,48.5844377877809,55.1910052081435,53.7051478767794,52.2439115059386,45.0944505585079,50.9291093379713,62.8583436360347,58.7061642307646,61.1341714474726,62.1247730289143,65.7014218464212,71.2786009597481,70.7300124352536,71.9381290438053,76.6845181652822,71.3243305469238,69.8666612628678,67.474301732347,65.4049791981269,63.6108236711147,62.4143160110881,59.6951285987184,55.9256678771781,55.3214030214594,58.065491770819,51.8417147056508
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.4436850828471,29.11782217052,25.3195942793437,21.7838769961664,22.5307252452381,26.1947759790559,29.7604483251847,30.9063113798645,22.5783540098039,28.150113118469,42.0697177213416,36.6893054432186,35.5045367079002,38.2488294222687,40.0532239019033,47.2051950916585,48.8106865549172,47.0681648423813,47.9733430015871,35.3716518568122,38.4445473501205,38.7881186400386,36.8905478100074,33.2098978857357,30.4876572080909,23.1717780134205,20.8724852102256,22.6322322911166,25.8611508241538,22.7134619101122
Algeria,DZA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.63559677613212,2.53556111202271,2.44780199146599,2.65853539125032,2.53599509204315,2.54018146319181,2.43999820271803,2.44864502480922,2.46880459713011,2.53205015797394,2.53171179217169,2.3773101154148,2.52424179354584,2.59854905872488,2.59664758084302,2.68448722945473,2.78677745883172,2.9420221444239,2.9941892170951,3.19155421416758,3.14474752533191,3.22245952272794,3.38755462612394,3.40612323474996,3.56620883406526,3.6742329469226,3.53501992705652,3.50574766242013,3.59165741835207,..
Algeria,DZA,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,3.50093477590024,3.7481613573049,3.76885485095906,3.86342433397712,3.7577391174699,3.77719005971803,3.51326617857192,3.56095123815134,3.50647472242145,3.62703861442294,3.5494405907365,3.45307626900735,3.49774760070769,3.46757878471906,3.36592992434257,3.3098222351193,3.48497718516287,3.57654770530432,3.53394809876618,3.8040116688551,3.61086794276635,3.66062463761199,3.89139397319131,3.91835131090751,4.1023561853248,4.13270236532592,..,..,..,..
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,861.260656134321,888.875682052303,888.73515307827,872.307617765935,823.576439269368,843.041996136838,802.099232174491,808.759276978971,824.533869885983,867.798408837998,869.609755585277,860.041423126449,908.297287311204,953.058221663239,952.268240026896,977.954202931427,1031.91902073562,1078.18350678737,1073.20575248274,1153.66403838672,1114.21715229353,1140.64290113225,1229.54703039402,1247.49495511749,1327.53550999587,..,..,..,..,..
Algeria,DZA,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,13100,13170,13240,13310,13380,15420,17460,19500,21530,23570,25600,27060,28510,29960,31410,32870,32400,31940,31480,31020,30550,30290,30020,29760,29500,29230,29130,29030,28920,..
Algeria,DZA,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,210,210,220,220,220,220,230,230,230,240,3060,3070,3080,3090,3100,3110,3130,3140,3160,3170,3190,3210,3230,3250,3270,3280,3290,3300,3300,..
Algeria,DZA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.177228302572834,0.323692176020233,0.289771220945935,0.476341507213619,0.403959587292277,0.422480314895262,0.389526170918537,0.472147668762875,0.54407094201214,0.51001768957487,0.42739999294281,0.427700012922287,0.514800012111664,0.469099998474121,0.441799998283386,0.584699988365173,0.408699989318848,0.411399990320206,0.300599992275238,0.312400013208389,0.258100003004074,0.177300006151199,0.180399999022484,0.134100005030632,0.0687000006437302,0.0590000003576279,0.0802000015974045,0.14360000193119,0.193299993872643,..
Algeria,DZA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-351.212563673921,-337.105802622555,-333.760280107924,-335.217017927651,-332.950600102375,-340.144542017635,-379.862501415894,-405.617900644072,-410.451563560393,-415.384759244827,-426.803542763482,-405.606984117032,-394.662511910765,-405.041801814669,-407.115785746226,-414.045346623026,-375.07931992685,-345.944719988208,-334.702462506188,-275.425610048654,-275.463486099988,-248.734823648095,-212.765931803021,-189.345469003897,-177.124357913786,..,..,..,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,25758872,26400468,27028330,27635517,28213777,28757788,29266415,29742980,30192750,30623406,31042238,31451513,31855110,32264159,32692153,33149720,33641007,34166976,34730604,35333882,35977451,36661438,37383899,38140135,38923688,39728020,40551398,41389174,42228415,43053054
Algeria,DZA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,95010,93880,93500,101040,98790,103000,104320,108440,113770,119750,126380,124710,131940,137710,141580,147030,152530,159650,162970,172870,174020,179950,189820,194000,204130,212080,209790,211850,218910,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,531.583836435074,532.490560394611,559.78301286095,547.990471826527,550.971959550116,559.91789076406,570.517434403906,575.698870792368,618.492850104744,652.801324581596,683.294806257204,709.091483134691,730.808965971237,786.414423509381,804.107334258469,890.625923838874,862.429593739569,894.28458637955,947.291328420318,866.307302435662,1016.63678174421,1123.33291454634,1237.96610942053,1278.91524243425,1362.87188408252,..,..,..,..,..
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,16.5087896012184,13.4989165481438,13.8430614439348,12.204151824264,12.9185847108586,14.3335852270227,16.8190288461941,15.163190191917,9.22125317655904,13.3524365964654,20.6176446454811,17.5673250488013,18.3938144765529,20.2261011695322,22.2278026666389,29.0409961395537,30.6644892391674,28.7212792782331,30.4955850209357,20.6149959961574,23.4055984425221,27.2770215091601,26.1694891376893,23.856580991168,20.493674092483,12.8196650975845,10.044543447476,12.1567196408339,15.623652189828,14.3947588904912
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,17.7051866970929,15.0758631063785,15.167137525775,13.757446816449,14.2608245734605,16.1678912649324,19.0171879362698,17.9678033717009,11.6887158832628,15.6597949849599,24.3954281040246,21.8573383181309,21.8707750923962,23.4366724065315,25.0682294389674,32.4390136534467,34.4121613871557,32.4649336907739,34.2524901572945,24.5341914591593,26.2828919675805,31.0528054373846,30.0401286090303,27.801519567131,24.1540508549921,15.8576404193294,12.032482472012,14.308795780461,18.4741287092162,16.4240640597652
Algeria,DZA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.0249391412708,1.36028137225255,1.12753352099085,1.40975655497001,1.17601023803192,1.59591446667626,1.97254322774969,2.58991432138844,2.1543534047679,2.14068159666672,3.65621162798461,4.15214785779857,3.33601286716145,3.05954164630908,2.71743615119297,3.26205753123029,3.57883637637782,3.53438389814832,3.31281095079322,3.61323106718535,2.586460975444,3.49352531957955,3.59513144872142,3.74896496874998,3.42175562986784,2.76528362795645,1.76186908088454,1.90445756686784,2.71519024485412,1.89771996691423
Algeria,DZA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.9382964325205,..,..,..,..,99.8724592861507,99.8415348967642,99.7640772813502,99.7130903482615,99.7444923964653,99.8150521253614,99.775682483189,99.7404291366082,99.7316064568209,99.7379391339997,99.6103138329027,99.7400186289448,99.7520839062203,99.8211363460024,99.8106194648149,99.8478347914606,99.8874756325738,99.8589173711226,99.9103649953028,99.9779167201605,..,..,..,..,..
American Samoa,ASM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,744923664.122138,752116030.534351,755198473.282443,752116030.534351,721291603.053435,734648854.961832,715126717.557252,685329770.992367,687384732.824428,687384732.824428,657587786.259542,641148091.603054,652450381.679389,673000000,661697709.923664,615461068.70229,631900763.358779,628818320.610687
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,12609.3685211188,12641.6678802311,12653.2818390598,12628.5076571075,12202.7373674641,12586.7160375183,12439.1497226866,12092.2765062614,12256.3428575784,12328.6652824756,11812.4591111668,11507.2256511128,11694.5453868794,12059.6351646776,11871.3595493939,11066.0601740887,11467.7104095292,11331.4173918612
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,249.821428571429,161.333333333333,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.327160493827
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,101.171875,97.9007633587786,90.3732809430255,99.6,100.405679513185,97.4903474903475,114.464285714286,78.5185185185185,63.5253054101222,58.7719298245614,75.46875,71.7868338557994,66.7185069984448,63.5958395245171,63.9344262295082,59.1503267973856,68.2316118935837,61.5740740740741
American Samoa,ASM,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
